Edge,Label
"(271, 133)",1
"(271, 79)",1
"(271, 59)",0
"(271, 21)",1
"(271, 103)",1
"(271, 172)",1
"(271, 332)",0
"(271, 142)",1
"(271, 119)",1
"(271, 25)",1
"(271, 113)",0
"(271, 223)",0
"(271, 128)",1
"(271, 85)",0
"(271, 276)",1
"(271, 322)",1
"(271, 40)",1
"(271, 26)",1
"(271, 141)",1
"(271, 331)",0
"(271, 272)",0
"(271, 170)",1
"(271, 67)",1
"(271, 161)",0
"(271, 200)",1
"(271, 199)",0
"(271, 176)",1
"(271, 298)",0
"(271, 313)",0
"(271, 239)",0
"(271, 211)",0
"(271, 297)",1
"(271, 325)",1
"(271, 265)",0
"(271, 109)",1
"(271, 9)",1
"(271, 224)",1
"(271, 315)",1
"(271, 342)",1
"(271, 13)",0
"(271, 118)",0
"(271, 280)",1
"(271, 323)",1
"(271, 268)",0
"(271, 314)",1
"(271, 290)",1
"(271, 148)",1
"(271, 291)",1
"(271, 48)",0
"(271, 318)",1
"(271, 104)",1
"(271, 238)",0
"(271, 212)",0
"(271, 72)",1
"(271, 56)",1
"(271, 63)",1
"(304, 199)",0
"(304, 30)",0
"(304, 168)",1
"(304, 249)",0
"(304, 325)",1
"(304, 158)",0
"(304, 212)",0
"(304, 322)",1
"(304, 21)",1
"(304, 324)",0
"(304, 308)",1
"(304, 172)",1
"(304, 170)",1
"(304, 188)",1
"(304, 161)",0
"(304, 9)",1
"(304, 272)",0
"(304, 280)",1
"(304, 224)",1
"(304, 203)",0
"(304, 109)",1
"(304, 257)",0
"(304, 69)",1
"(304, 334)",0
"(304, 136)",1
"(304, 98)",1
"(304, 141)",1
"(304, 26)",1
"(304, 75)",0
"(304, 134)",0
"(304, 56)",1
"(304, 67)",1
"(304, 239)",0
"(304, 40)",1
"(304, 200)",1
"(304, 118)",0
"(304, 341)",1
"(304, 113)",0
"(304, 332)",0
"(304, 66)",0
"(304, 277)",1
"(304, 252)",0
"(304, 211)",0
"(304, 7)",1
"(304, 347)",1
"(304, 84)",0
"(304, 13)",0
"(304, 246)",1
"(304, 31)",1
"(304, 315)",1
"(176, 9)",1
"(176, 170)",1
"(176, 85)",0
"(176, 128)",1
"(176, 290)",1
"(176, 25)",1
"(176, 239)",0
"(176, 119)",1
"(176, 26)",1
"(176, 148)",1
"(176, 188)",1
"(9, 128)",1
"(9, 105)",1
"(9, 252)",0
"(9, 203)",0
"(9, 322)",1
"(9, 323)",1
"(9, 258)",1
"(9, 75)",0
"(9, 26)",1
"(9, 276)",1
"(9, 231)",0
"(9, 21)",1
"(9, 341)",1
"(9, 67)",1
"(9, 30)",0
"(9, 272)",0
"(9, 56)",1
"(9, 142)",1
"(9, 334)",0
"(9, 297)",1
"(9, 85)",1
"(9, 199)",0
"(9, 280)",1
"(9, 161)",0
"(9, 200)",1
"(9, 119)",1
"(9, 156)",0
"(9, 66)",0
"(9, 188)",1
"(9, 224)",1
"(9, 170)",1
"(9, 342)",1
"(9, 295)",0
"(9, 113)",0
"(9, 79)",1
"(9, 232)",0
"(9, 72)",1
"(9, 169)",1
"(9, 134)",0
"(9, 25)",1
"(9, 329)",0
"(9, 315)",1
"(9, 277)",1
"(9, 148)",1
"(9, 69)",1
"(9, 185)",1
"(9, 141)",1
"(9, 3)",1
"(9, 133)",1
"(9, 291)",1
"(130, 329)",0
"(130, 48)",0
"(130, 300)",0
"(130, 322)",0
"(130, 204)",0
"(130, 73)",0
"(130, 88)",0
"(130, 25)",0
"(130, 257)",0
"(130, 53)",0
"(130, 62)",0
"(130, 191)",0
"(130, 213)",0
"(130, 277)",0
"(329, 324)",0
"(329, 291)",0
"(329, 332)",0
"(329, 184)",0
"(329, 269)",0
"(329, 119)",0
"(329, 272)",0
"(329, 150)",0
"(329, 197)",0
"(329, 54)",0
"(329, 106)",0
"(329, 30)",0
"(329, 40)",0
"(329, 204)",0
"(329, 315)",0
"(329, 322)",0
"(329, 16)",0
"(329, 27)",0
"(329, 308)",0
"(329, 202)",0
"(329, 320)",0
"(329, 172)",0
"(329, 178)",0
"(329, 284)",0
"(329, 280)",0
"(329, 72)",0
"(329, 231)",0
"(204, 213)",0
"(204, 196)",0
"(204, 5)",0
"(204, 94)",0
"(204, 92)",0
"(204, 242)",0
"(204, 53)",0
"(204, 194)",0
"(204, 249)",0
"(204, 266)",0
"(204, 57)",0
"(204, 330)",0
"(204, 101)",0
"(204, 80)",0
"(204, 254)",0
"(204, 180)",0
"(204, 302)",0
"(204, 277)",0
"(213, 57)",0
"(213, 249)",0
"(213, 7)",1
"(213, 340)",1
"(213, 40)",1
"(213, 315)",1
"(213, 291)",1
"(213, 87)",1
"(213, 178)",0
"(213, 246)",1
"(213, 345)",1
"(213, 272)",0
"(213, 324)",0
"(213, 96)",1
"(213, 53)",0
"(213, 224)",1
"(213, 128)",1
"(213, 67)",1
"(213, 277)",1
"(213, 161)",0
"(213, 308)",1
"(213, 30)",0
"(213, 5)",0
"(213, 332)",0
"(213, 136)",1
"(213, 231)",0
"(213, 322)",1
"(213, 80)",0
"(213, 239)",0
"(213, 242)",1
"(213, 56)",1
"(213, 303)",1
"(252, 332)",1
"(252, 334)",0
"(252, 291)",0
"(252, 26)",0
"(252, 248)",0
"(252, 338)",0
"(252, 239)",0
"(252, 72)",0
"(252, 56)",0
"(252, 109)",0
"(252, 134)",1
"(252, 250)",0
"(252, 113)",1
"(252, 119)",0
"(252, 161)",1
"(252, 325)",0
"(252, 29)",0
"(252, 200)",0
"(252, 13)",1
"(252, 172)",0
"(252, 65)",0
"(252, 280)",0
"(252, 25)",0
"(252, 103)",0
"(252, 59)",0
"(252, 123)",0
"(252, 322)",0
"(252, 67)",0
"(252, 82)",0
"(252, 265)",1
"(252, 128)",0
"(252, 315)",0
"(252, 199)",1
"(252, 297)",0
"(252, 313)",1
"(252, 212)",1
"(252, 324)",1
"(252, 79)",0
"(252, 98)",0
"(252, 277)",0
"(252, 308)",1
"(252, 66)",1
"(252, 272)",0
"(252, 31)",0
"(252, 223)",0
"(252, 118)",1
"(252, 188)",0
"(252, 104)",0
"(252, 345)",0
"(252, 142)",0
"(252, 169)",0
"(252, 21)",0
"(252, 261)",0
"(252, 55)",0
"(252, 342)",0
"(252, 238)",1
"(252, 170)",0
"(332, 203)",1
"(332, 248)",0
"(332, 13)",1
"(332, 104)",0
"(332, 98)",0
"(332, 40)",0
"(332, 38)",0
"(332, 25)",0
"(332, 119)",0
"(332, 67)",0
"(332, 291)",0
"(332, 280)",0
"(332, 158)",1
"(332, 56)",0
"(332, 331)",1
"(332, 21)",0
"(332, 277)",0
"(332, 324)",1
"(332, 53)",0
"(332, 224)",0
"(332, 208)",0
"(332, 200)",0
"(332, 77)",0
"(332, 16)",0
"(332, 169)",0
"(332, 170)",0
"(332, 231)",0
"(332, 323)",0
"(332, 109)",0
"(332, 10)",0
"(332, 26)",0
"(332, 172)",0
"(332, 142)",0
"(332, 48)",0
"(332, 106)",0
"(82, 65)",1
"(82, 169)",1
"(82, 231)",0
"(82, 211)",0
"(82, 238)",0
"(82, 203)",0
"(82, 331)",0
"(82, 158)",0
"(82, 118)",0
"(82, 56)",1
"(82, 84)",0
"(82, 148)",1
"(82, 13)",0
"(82, 119)",1
"(82, 314)",1
"(82, 170)",1
"(82, 199)",0
"(82, 59)",0
"(82, 261)",1
"(82, 121)",1
"(82, 172)",1
"(82, 268)",0
"(82, 313)",0
"(82, 123)",1
"(82, 98)",1
"(82, 325)",1
"(82, 67)",1
"(82, 16)",1
"(82, 29)",0
"(82, 222)",0
"(82, 318)",1
"(65, 314)",1
"(65, 261)",1
"(65, 203)",0
"(65, 7)",1
"(65, 118)",0
"(65, 297)",1
"(65, 25)",1
"(65, 339)",1
"(65, 13)",0
"(276, 26)",1
"(276, 25)",1
"(276, 239)",0
"(276, 62)",1
"(276, 98)",1
"(276, 200)",1
"(276, 322)",1
"(276, 224)",1
"(276, 56)",1
"(276, 232)",0
"(276, 141)",1
"(276, 133)",1
"(276, 84)",0
"(26, 277)",1
"(26, 56)",1
"(26, 297)",1
"(26, 134)",0
"(26, 3)",1
"(26, 334)",0
"(26, 109)",1
"(26, 257)",0
"(26, 21)",1
"(26, 158)",0
"(26, 199)",0
"(26, 313)",0
"(26, 118)",0
"(26, 265)",0
"(26, 203)",0
"(26, 72)",1
"(26, 308)",1
"(26, 232)",0
"(26, 248)",1
"(26, 128)",1
"(26, 69)",1
"(26, 113)",0
"(26, 239)",0
"(26, 161)",0
"(26, 169)",1
"(26, 104)",1
"(26, 188)",1
"(26, 325)",1
"(26, 315)",1
"(26, 55)",1
"(26, 67)",1
"(26, 119)",1
"(26, 40)",1
"(26, 298)",0
"(26, 200)",1
"(26, 123)",1
"(26, 295)",0
"(26, 98)",1
"(26, 79)",1
"(26, 280)",1
"(26, 141)",1
"(26, 291)",1
"(26, 170)",1
"(26, 133)",1
"(26, 322)",1
"(26, 62)",1
"(26, 172)",1
"(26, 224)",1
"(26, 185)",1
"(26, 13)",0
"(26, 212)",0
"(26, 223)",0
"(26, 66)",0
"(26, 25)",1
"(26, 142)",1
"(26, 323)",1
"(280, 272)",0
"(280, 1)",1
"(280, 291)",1
"(280, 3)",1
"(280, 141)",1
"(280, 98)",1
"(280, 188)",1
"(280, 121)",1
"(280, 231)",0
"(280, 290)",1
"(280, 257)",1
"(280, 40)",1
"(280, 297)",1
"(280, 119)",1
"(280, 67)",1
"(280, 185)",1
"(280, 105)",1
"(280, 315)",1
"(280, 25)",1
"(280, 153)",0
"(280, 142)",1
"(280, 239)",1
"(280, 200)",1
"(280, 21)",1
"(280, 277)",1
"(280, 322)",1
"(280, 232)",0
"(280, 133)",1
"(280, 323)",1
"(280, 117)",1
"(280, 169)",1
"(280, 31)",1
"(280, 39)",1
"(272, 159)",0
"(272, 203)",0
"(272, 21)",0
"(272, 105)",0
"(272, 108)",0
"(272, 56)",0
"(272, 291)",0
"(272, 211)",0
"(272, 67)",0
"(272, 197)",0
"(272, 297)",0
"(272, 257)",0
"(272, 185)",0
"(272, 98)",0
"(272, 277)",0
"(272, 72)",0
"(272, 148)",0
"(272, 320)",0
"(272, 25)",0
"(272, 40)",0
"(272, 281)",0
"(272, 127)",0
"(272, 75)",0
"(272, 156)",0
"(272, 258)",0
"(272, 239)",0
"(272, 79)",0
"(272, 188)",0
"(272, 184)",0
"(272, 178)",0
"(272, 141)",0
"(272, 85)",0
"(211, 199)",1
"(211, 325)",0
"(211, 239)",0
"(211, 98)",0
"(211, 203)",1
"(211, 331)",1
"(211, 118)",1
"(211, 172)",0
"(211, 56)",0
"(211, 128)",0
"(211, 13)",1
"(211, 342)",0
"(211, 222)",0
"(211, 238)",1
"(211, 261)",0
"(211, 103)",0
"(211, 29)",0
"(211, 315)",0
"(211, 223)",0
"(211, 59)",0
"(211, 313)",1
"(211, 268)",0
"(211, 170)",0
"(211, 265)",1
"(199, 222)",0
"(199, 40)",0
"(199, 265)",1
"(199, 118)",1
"(199, 212)",1
"(199, 261)",0
"(199, 119)",0
"(199, 314)",0
"(199, 98)",0
"(199, 203)",1
"(199, 313)",1
"(199, 315)",0
"(199, 238)",1
"(199, 200)",0
"(199, 141)",0
"(199, 325)",0
"(199, 239)",0
"(199, 172)",0
"(199, 56)",0
"(199, 128)",0
"(199, 223)",0
"(199, 113)",1
"(199, 134)",1
"(199, 25)",0
"(199, 291)",0
"(199, 324)",1
"(199, 161)",1
"(199, 62)",0
"(199, 322)",0
"(199, 67)",0
"(199, 232)",0
"(199, 342)",0
"(199, 298)",1
"(199, 231)",0
"(199, 72)",0
"(199, 288)",0
"(199, 48)",0
"(199, 13)",1
"(84, 224)",0
"(84, 51)",0
"(84, 237)",0
"(84, 25)",0
"(84, 83)",0
"(84, 265)",0
"(84, 313)",0
"(84, 31)",0
"(133, 62)",1
"(133, 188)",1
"(133, 96)",1
"(133, 40)",1
"(133, 1)",1
"(133, 141)",1
"(133, 315)",1
"(133, 232)",0
"(133, 183)",1
"(133, 224)",1
"(133, 322)",1
"(62, 239)",0
"(62, 200)",1
"(62, 161)",0
"(62, 323)",1
"(62, 56)",1
"(62, 67)",1
"(62, 142)",1
"(62, 322)",1
"(62, 170)",1
"(62, 223)",0
"(62, 141)",1
"(62, 341)",1
"(62, 318)",1
"(62, 98)",1
"(62, 261)",1
"(62, 224)",1
"(62, 96)",1
"(239, 172)",0
"(239, 344)",1
"(239, 238)",0
"(239, 141)",0
"(239, 223)",1
"(239, 21)",0
"(239, 56)",0
"(239, 118)",0
"(239, 295)",1
"(239, 212)",0
"(239, 234)",0
"(239, 323)",0
"(239, 325)",0
"(239, 203)",0
"(239, 313)",0
"(239, 232)",0
"(239, 59)",1
"(239, 322)",0
"(239, 188)",0
"(239, 119)",0
"(239, 55)",1
"(239, 109)",0
"(239, 265)",0
"(239, 67)",0
"(239, 169)",0
"(239, 261)",0
"(239, 60)",0
"(239, 13)",0
"(239, 25)",0
"(239, 123)",0
"(239, 66)",0
"(239, 113)",0
"(239, 40)",0
"(239, 277)",0
"(239, 338)",0
"(239, 200)",0
"(239, 170)",0
"(239, 72)",0
"(239, 104)",0
"(239, 231)",0
"(239, 303)",0
"(239, 98)",0
"(239, 142)",0
"(172, 342)",1
"(172, 308)",1
"(172, 232)",0
"(172, 141)",1
"(172, 98)",1
"(172, 313)",0
"(172, 331)",0
"(172, 277)",1
"(172, 238)",0
"(172, 13)",0
"(172, 159)",0
"(172, 223)",0
"(172, 325)",1
"(172, 29)",0
"(172, 212)",0
"(172, 118)",0
"(172, 261)",1
"(172, 113)",0
"(172, 231)",0
"(172, 72)",1
"(172, 103)",1
"(172, 265)",0
"(172, 16)",1
"(172, 128)",1
"(172, 203)",0
"(172, 56)",1
"(172, 40)",1
"(172, 298)",0
"(172, 59)",0
"(172, 268)",0
"(322, 53)",0
"(322, 207)",1
"(322, 25)",1
"(322, 104)",1
"(322, 290)",1
"(322, 142)",1
"(322, 48)",0
"(322, 203)",0
"(322, 45)",1
"(322, 136)",1
"(322, 56)",1
"(322, 128)",1
"(322, 60)",1
"(322, 1)",1
"(322, 161)",0
"(322, 126)",0
"(322, 85)",0
"(322, 323)",1
"(322, 341)",1
"(322, 185)",1
"(322, 118)",0
"(322, 303)",1
"(322, 297)",1
"(322, 246)",1
"(322, 315)",1
"(322, 30)",0
"(322, 109)",1
"(322, 221)",0
"(322, 88)",0
"(322, 308)",1
"(322, 21)",1
"(322, 158)",0
"(322, 178)",0
"(322, 257)",0
"(322, 75)",0
"(322, 7)",1
"(322, 242)",1
"(322, 250)",0
"(322, 339)",1
"(322, 67)",1
"(322, 345)",1
"(322, 170)",1
"(322, 224)",1
"(322, 87)",1
"(322, 260)",0
"(322, 188)",1
"(322, 232)",0
"(322, 277)",1
"(322, 38)",1
"(322, 40)",1
"(322, 342)",1
"(322, 200)",1
"(322, 169)",1
"(53, 299)",0
"(53, 1)",0
"(53, 48)",0
"(53, 196)",0
"(53, 94)",0
"(53, 260)",0
"(53, 266)",0
"(53, 254)",0
"(53, 248)",0
"(53, 242)",0
"(53, 191)",0
"(53, 54)",0
"(53, 317)",0
"(53, 330)",0
"(53, 101)",0
"(53, 249)",0
"(53, 180)",0
"(53, 302)",0
"(53, 146)",0
"(53, 315)",0
"(53, 194)",0
"(53, 88)",0
"(53, 92)",0
"(3, 170)",1
"(3, 283)",0
"(3, 85)",0
"(3, 228)",0
"(3, 200)",1
"(3, 25)",1
"(3, 72)",1
"(3, 142)",1
"(3, 188)",1
"(3, 323)",1
"(3, 67)",1
"(3, 274)",1
"(170, 56)",1
"(170, 223)",0
"(170, 274)",1
"(170, 142)",1
"(170, 119)",1
"(170, 290)",1
"(170, 200)",1
"(170, 21)",1
"(170, 250)",0
"(170, 188)",1
"(170, 315)",1
"(170, 124)",1
"(170, 128)",1
"(170, 55)",1
"(170, 342)",1
"(170, 268)",0
"(170, 203)",0
"(170, 260)",0
"(170, 277)",1
"(170, 313)",0
"(170, 185)",1
"(170, 85)",0
"(170, 98)",1
"(170, 75)",0
"(170, 67)",1
"(170, 25)",1
"(170, 323)",1
"(170, 341)",1
"(170, 334)",0
"(175, 46)",0
"(175, 278)",0
"(175, 263)",0
"(175, 19)",0
"(175, 143)",0
"(175, 321)",0
"(175, 99)",0
"(175, 23)",0
"(175, 68)",0
"(175, 177)",0
"(175, 277)",0
"(175, 86)",0
"(175, 296)",0
"(175, 225)",0
"(175, 102)",0
"(175, 227)",1
"(46, 177)",0
"(46, 278)",0
"(46, 143)",0
"(56, 67)",1
"(56, 134)",0
"(56, 109)",1
"(56, 104)",1
"(56, 88)",0
"(56, 141)",1
"(56, 265)",0
"(56, 185)",1
"(56, 128)",1
"(56, 21)",1
"(56, 297)",1
"(56, 238)",0
"(56, 30)",0
"(56, 103)",1
"(56, 132)",0
"(56, 59)",0
"(56, 55)",1
"(56, 232)",0
"(56, 161)",0
"(56, 75)",0
"(56, 331)",0
"(56, 66)",0
"(56, 290)",1
"(56, 207)",1
"(56, 119)",1
"(56, 169)",1
"(56, 221)",0
"(56, 342)",1
"(56, 136)",1
"(56, 203)",0
"(56, 72)",1
"(56, 188)",1
"(56, 334)",0
"(56, 298)",0
"(56, 60)",1
"(56, 212)",0
"(56, 341)",1
"(56, 222)",0
"(56, 313)",0
"(56, 277)",1
"(56, 231)",0
"(56, 142)",1
"(56, 315)",1
"(56, 40)",1
"(56, 118)",0
"(56, 200)",1
"(56, 291)",1
"(56, 303)",1
"(56, 323)",1
"(56, 325)",1
"(56, 63)",1
"(56, 25)",1
"(56, 13)",0
"(56, 223)",0
"(56, 98)",1
"(56, 261)",1
"(56, 113)",0
"(254, 194)",1
"(254, 302)",0
"(254, 187)",1
"(254, 101)",1
"(254, 249)",1
"(254, 330)",1
"(254, 94)",1
"(254, 266)",1
"(254, 299)",1
"(254, 242)",0
"(254, 180)",1
"(254, 196)",0
"(254, 92)",1
"(194, 242)",0
"(194, 299)",1
"(194, 196)",0
"(194, 92)",1
"(194, 80)",1
"(194, 1)",0
"(194, 266)",1
"(194, 302)",0
"(194, 101)",1
"(194, 180)",1
"(194, 249)",1
"(194, 94)",1
"(194, 187)",1
"(231, 117)",0
"(231, 315)",0
"(231, 178)",0
"(231, 232)",0
"(231, 25)",0
"(231, 40)",0
"(231, 29)",0
"(231, 106)",0
"(231, 291)",0
"(231, 77)",0
"(117, 77)",1
"(117, 38)",1
"(127, 135)",1
"(127, 197)",1
"(127, 284)",0
"(127, 36)",1
"(127, 159)",0
"(127, 320)",0
"(127, 21)",1
"(127, 281)",1
"(127, 108)",1
"(127, 251)",1
"(127, 139)",1
"(127, 309)",1
"(127, 184)",0
"(135, 36)",1
"(135, 309)",1
"(135, 281)",1
"(135, 197)",1
"(135, 184)",0
"(135, 251)",1
"(135, 284)",0
"(135, 320)",0
"(103, 339)",1
"(103, 323)",1
"(103, 169)",1
"(103, 185)",1
"(103, 136)",1
"(103, 98)",1
"(103, 25)",1
"(103, 7)",1
"(103, 200)",1
"(188, 119)",1
"(188, 274)",1
"(188, 200)",1
"(188, 13)",0
"(188, 104)",1
"(188, 315)",1
"(188, 323)",1
"(188, 25)",1
"(188, 67)",1
"(188, 85)",0
"(188, 165)",0
"(188, 208)",1
"(188, 291)",1
"(188, 297)",1
"(188, 30)",0
"(188, 342)",1
"(188, 156)",0
"(188, 258)",0
"(188, 341)",1
"(188, 277)",1
"(188, 79)",1
"(188, 334)",0
"(188, 21)",1
"(188, 75)",0
"(188, 290)",1
"(188, 142)",1
"(188, 224)",1
"(188, 223)",0
"(188, 113)",0
"(188, 185)",1
"(23, 116)",0
"(23, 83)",0
"(23, 230)",0
"(23, 227)",0
"(23, 61)",0
"(23, 144)",0
"(23, 245)",0
"(23, 190)",1
"(23, 240)",0
"(23, 99)",0
"(23, 267)",0
"(23, 51)",0
"(23, 237)",0
"(23, 155)",0
"(23, 124)",1
"(116, 14)",0
"(116, 149)",0
"(116, 326)",0
"(116, 312)",0
"(116, 17)",0
"(116, 214)",0
"(116, 140)",1
"(116, 226)",0
"(116, 115)",0
"(116, 41)",0
"(116, 144)",1
"(116, 343)",0
"(116, 28)",0
"(116, 162)",0
"(116, 2)",0
"(73, 299)",0
"(73, 126)",0
"(73, 1)",0
"(73, 88)",0
"(73, 331)",0
"(73, 48)",0
"(73, 30)",0
"(73, 25)",0
"(299, 101)",1
"(299, 48)",1
"(299, 94)",1
"(299, 187)",1
"(299, 1)",0
"(299, 180)",1
"(299, 92)",1
"(299, 249)",1
"(299, 80)",1
"(299, 330)",1
"(299, 300)",0
"(299, 242)",0
"(299, 302)",0
"(288, 315)",1
"(288, 25)",1
"(315, 345)",1
"(315, 1)",1
"(315, 303)",1
"(315, 80)",0
"(315, 158)",0
"(315, 185)",1
"(315, 249)",0
"(315, 257)",0
"(315, 291)",1
"(315, 87)",1
"(315, 313)",0
"(315, 94)",0
"(315, 246)",1
"(315, 203)",0
"(315, 323)",1
"(315, 98)",1
"(315, 128)",1
"(315, 121)",1
"(315, 169)",1
"(315, 5)",0
"(315, 302)",0
"(315, 40)",1
"(315, 324)",0
"(315, 132)",0
"(315, 223)",0
"(315, 105)",1
"(315, 136)",1
"(315, 339)",1
"(315, 277)",1
"(315, 67)",1
"(315, 142)",1
"(315, 224)",1
"(315, 21)",1
"(315, 7)",1
"(119, 323)",1
"(119, 339)",1
"(119, 48)",0
"(119, 109)",1
"(119, 171)",1
"(119, 342)",1
"(119, 54)",0
"(119, 39)",1
"(119, 318)",1
"(119, 185)",1
"(119, 313)",0
"(119, 148)",1
"(119, 113)",0
"(119, 217)",0
"(119, 67)",1
"(119, 25)",1
"(119, 125)",1
"(119, 208)",1
"(119, 269)",1
"(119, 21)",1
"(119, 324)",0
"(119, 128)",1
"(119, 64)",1
"(119, 325)",1
"(119, 248)",1
"(119, 132)",0
"(119, 13)",0
"(119, 50)",1
"(119, 1)",1
"(119, 189)",1
"(119, 150)",0
"(119, 331)",0
"(119, 27)",0
"(119, 163)",0
"(119, 229)",0
"(119, 203)",0
"(119, 98)",1
"(119, 277)",1
"(119, 297)",1
"(119, 100)",0
"(119, 79)",1
"(119, 105)",1
"(119, 146)",1
"(119, 261)",1
"(119, 200)",1
"(323, 25)",1
"(323, 142)",1
"(323, 85)",0
"(323, 248)",1
"(323, 141)",1
"(323, 96)",1
"(323, 290)",1
"(323, 200)",1
"(323, 100)",0
"(323, 67)",1
"(323, 297)",1
"(323, 341)",1
"(323, 308)",1
"(323, 75)",0
"(323, 258)",0
"(323, 274)",1
"(323, 21)",1
"(323, 277)",1
"(323, 10)",1
"(323, 109)",1
"(48, 57)",1
"(48, 320)",0
"(48, 80)",1
"(48, 126)",0
"(48, 30)",0
"(48, 88)",0
"(48, 54)",0
"(48, 1)",0
"(48, 203)",0
"(48, 180)",1
"(48, 330)",1
"(48, 302)",0
"(57, 242)",0
"(57, 92)",1
"(57, 249)",1
"(57, 302)",0
"(57, 80)",1
"(57, 277)",0
"(57, 184)",0
"(57, 108)",0
"(57, 320)",0
"(200, 98)",1
"(200, 123)",1
"(200, 109)",1
"(200, 277)",1
"(200, 55)",1
