Edge,Label
"(3596, 3684)",0
"(3596, 3962)",0
"(3596, 3557)",0
"(3596, 3858)",0
"(3596, 3943)",0
"(3596, 3731)",0
"(3596, 3930)",0
"(3596, 3884)",0
"(3596, 3966)",0
"(3596, 3677)",0
"(3596, 3603)",0
"(3596, 3604)",0
"(3596, 3687)",0
"(3596, 3501)",0
"(3596, 3737)",0
"(3596, 3762)",0
"(3596, 3674)",0
"(3596, 3693)",0
"(3596, 3525)",0
"(3596, 3642)",0
"(3596, 3450)",0
"(3596, 3611)",0
"(3596, 3545)",0
"(3596, 3877)",0
"(3596, 3938)",0
"(3596, 3851)",0
"(3596, 3790)",0
"(3596, 3785)",0
"(3596, 3730)",0
"(3596, 3440)",0
"(3596, 3449)",0
"(3596, 3800)",0
"(3596, 3456)",0
"(3596, 3734)",0
"(3596, 3576)",0
"(3596, 3658)",0
"(3596, 3586)",0
"(3596, 3902)",0
"(3596, 3488)",0
"(3596, 3640)",0
"(3596, 3830)",0
"(3596, 3686)",0
"(3596, 3627)",0
"(3596, 3824)",0
"(3596, 3841)",0
"(3596, 3578)",0
"(3596, 3788)",0
"(3596, 3797)",0
"(3596, 3497)",0
"(3596, 3681)",0
"(3596, 3692)",0
"(3710, 3713)",0
"(3710, 3636)",0
"(3710, 3921)",0
"(3710, 3728)",0
"(3710, 3722)",0
"(3710, 3553)",0
"(3710, 3608)",0
"(3710, 3862)",0
"(3710, 3521)",0
"(3710, 3769)",0
"(3710, 3735)",0
"(3710, 3666)",0
"(3710, 3867)",0
"(3710, 3470)",0
"(3710, 3455)",0
"(3710, 3629)",0
"(3710, 3442)",0
"(3710, 3599)",0
"(3710, 3753)",0
"(3710, 3740)",0
"(3710, 3590)",0
"(3710, 3715)",0
"(3710, 3907)",0
"(3710, 3835)",0
"(3710, 3663)",0
"(3713, 3442)",0
"(3713, 3636)",0
"(3713, 3705)",0
"(3713, 3590)",0
"(3713, 3526)",0
"(3713, 3663)",0
"(3713, 3862)",0
"(3713, 3715)",0
"(3713, 3735)",0
"(3713, 3753)",0
"(3713, 3835)",0
"(3713, 3629)",0
"(3713, 3921)",0
"(3713, 3722)",0
"(3713, 3907)",0
"(3713, 3498)",0
"(3713, 3608)",0
"(3713, 3867)",0
"(3713, 3728)",0
"(3713, 3521)",0
"(3713, 3599)",0
"(3713, 3802)",0
"(3713, 3455)",0
"(3713, 3740)",0
"(3611, 3542)",0
"(3611, 3528)",0
"(3611, 3824)",0
"(3611, 3817)",0
"(3611, 3577)",0
"(3611, 3734)",0
"(3611, 3804)",0
"(3611, 3462)",0
"(3611, 3635)",0
"(3611, 3851)",0
"(3611, 3830)",0
"(3611, 3842)",0
"(3611, 3877)",0
"(3611, 3926)",0
"(3611, 3672)",0
"(3611, 3971)",0
"(3611, 3491)",0
"(3611, 3448)",0
"(3611, 3913)",0
"(3611, 3737)",0
"(3611, 3930)",0
"(3611, 3475)",0
"(3611, 3605)",0
"(3611, 3518)",0
"(3611, 3858)",0
"(3611, 3578)",0
"(3611, 3838)",0
"(3611, 3938)",0
"(3611, 3452)",0
"(3611, 3545)",0
"(3611, 3902)",0
"(3611, 3556)",0
"(3611, 3576)",0
"(3611, 3800)",0
"(3611, 3966)",0
"(3611, 3640)",0
"(3611, 3488)",0
"(3611, 3633)",0
"(3611, 3497)",0
"(3611, 3860)",0
"(3611, 3604)",0
"(3611, 3785)",0
"(3611, 3514)",0
"(3611, 3731)",0
"(3611, 3573)",0
"(3611, 3891)",0
"(3611, 3762)",0
"(3611, 3845)",0
"(3611, 3790)",0
"(3611, 3852)",0
"(3611, 3557)",0
"(3611, 3574)",0
"(3611, 3527)",0
"(3611, 3471)",0
"(3611, 3485)",0
"(3542, 3926)",0
"(3542, 3800)",0
"(3542, 3966)",0
"(3542, 3497)",0
"(3542, 3902)",0
"(3542, 3702)",0
"(3542, 3838)",0
"(3542, 3528)",0
"(3542, 3940)",0
"(3542, 3824)",0
"(3542, 3545)",0
"(3542, 3628)",0
"(3542, 3804)",0
"(3542, 3707)",0
"(3542, 3543)",0
"(3542, 3658)",0
"(3542, 3604)",0
"(3542, 3488)",0
"(3542, 3817)",0
"(3542, 3687)",0
"(3542, 3559)",0
"(3542, 3930)",0
"(3542, 3790)",0
"(3542, 3730)",0
"(3542, 3527)",0
"(3542, 3635)",0
"(3542, 3514)",0
"(3542, 3672)",0
"(3542, 3852)",0
"(3542, 3518)",0
"(3726, 3972)",0
"(3726, 3909)",0
"(3726, 3752)",0
"(3726, 3554)",0
"(3726, 3460)",0
"(3726, 3466)",0
"(3726, 3469)",0
"(3726, 3945)",0
"(3726, 3738)",0
"(3726, 3861)",0
"(3726, 3464)",0
"(3726, 3829)",0
"(3726, 3529)",0
"(3726, 3956)",0
"(3972, 3529)",0
"(3972, 3554)",0
"(3972, 3829)",0
"(3972, 3945)",0
"(3972, 3634)",0
"(3972, 3915)",0
"(3972, 3956)",0
"(3972, 3460)",0
"(3972, 3764)",0
"(3972, 3761)",0
"(3972, 3469)",0
"(3972, 3738)",0
"(3972, 3752)",0
"(3972, 3602)",0
"(3972, 3443)",0
"(3972, 3466)",0
"(3633, 3448)",0
"(3633, 3873)",0
"(3633, 3684)",0
"(3633, 3804)",0
"(3633, 3438)",0
"(3633, 3693)",0
"(3633, 3618)",0
"(3633, 3741)",0
"(3633, 3962)",1
"(3633, 3586)",1
"(3633, 3517)",0
"(3633, 3533)",0
"(3633, 3480)",0
"(3633, 3800)",0
"(3633, 3860)",1
"(3633, 3609)",0
"(3633, 3842)",0
"(3633, 3797)",0
"(3633, 3656)",1
"(3633, 3971)",0
"(3633, 3760)",0
"(3633, 3501)",0
"(3633, 3495)",0
"(3633, 3545)",0
"(3633, 1085)",1
"(3633, 3968)",0
"(3633, 3692)",0
"(3633, 3484)",0
"(3633, 3440)",0
"(3633, 3677)",1
"(3633, 3796)",0
"(3633, 3651)",1
"(3633, 3456)",1
"(3633, 3578)",0
"(3633, 3721)",1
"(3633, 3449)",0
"(3633, 3756)",0
"(3633, 3654)",0
"(3633, 3828)",0
"(3633, 3550)",0
"(3633, 3948)",1
"(3633, 3577)",0
"(3633, 3877)",0
"(3633, 3851)",0
"(3633, 3604)",1
"(3633, 3943)",0
"(3633, 3928)",0
"(3633, 3830)",1
"(3633, 3938)",1
"(3633, 3841)",0
"(3633, 3884)",0
"(3633, 3889)",0
"(3633, 862)",0
"(3633, 3514)",0
"(3633, 3788)",0
"(3633, 3667)",0
"(3633, 3687)",0
"(3633, 3674)",1
"(3633, 3734)",0
"(3633, 3824)",0
"(3633, 3625)",0
"(3448, 3851)",0
"(3448, 3860)",0
"(3448, 3737)",0
"(3448, 3938)",0
"(3448, 3456)",0
"(3448, 3889)",0
"(3448, 3609)",0
"(3448, 3501)",0
"(3448, 3640)",0
"(3448, 3693)",0
"(3448, 3930)",0
"(3448, 3838)",0
"(3448, 3697)",0
"(3448, 3841)",0
"(3448, 3438)",0
"(3448, 3830)",0
"(3448, 3804)",0
"(3448, 3545)",0
"(3448, 3828)",0
"(3448, 3586)",0
"(3448, 3948)",0
"(3448, 3684)",0
"(3448, 3491)",0
"(3448, 3734)",0
"(3448, 3495)",0
"(3448, 3527)",0
"(3448, 3485)",0
"(3448, 3677)",0
"(3448, 3475)",0
"(3448, 3449)",0
"(3448, 3943)",0
"(3448, 3800)",0
"(3448, 3604)",0
"(3448, 3471)",0
"(3448, 3944)",0
"(3448, 3845)",0
"(3448, 3577)",0
"(3448, 3642)",0
"(3448, 3540)",0
"(3448, 3966)",0
"(3448, 3779)",0
"(3448, 3756)",0
"(3448, 3797)",0
"(3550, 3968)",0
"(3550, 3552)",0
"(3550, 3625)",0
"(3550, 3797)",0
"(3550, 3667)",0
"(3550, 3971)",0
"(3550, 3950)",0
"(3550, 3672)",0
"(3550, 3521)",0
"(3550, 3872)",0
"(3550, 3496)",0
"(3550, 3573)",0
"(3550, 862)",0
"(3550, 1085)",0
"(3550, 3520)",0
"(3550, 3525)",0
"(3550, 3684)",0
"(3968, 3926)",0
"(3968, 3677)",0
"(3968, 3962)",0
"(3968, 3851)",0
"(3968, 3842)",0
"(3968, 3618)",0
"(3968, 3948)",0
"(3968, 3877)",0
"(3968, 3831)",0
"(3968, 3525)",0
"(3968, 3456)",0
"(3968, 3461)",0
"(3968, 3734)",0
"(3968, 3440)",0
"(3968, 3772)",0
"(3968, 3971)",0
"(3968, 3491)",0
"(3968, 3684)",0
"(3968, 3721)",0
"(3968, 3830)",0
"(3968, 3545)",0
"(3968, 3756)",0
"(3968, 3484)",0
"(3968, 3683)",0
"(3968, 3480)",0
"(3968, 3540)",0
"(3968, 3884)",0
"(3968, 3656)",0
"(3968, 3736)",0
"(3968, 3797)",0
"(3968, 3667)",0
"(3968, 3703)",0
"(3968, 3563)",0
"(3968, 3495)",0
"(3968, 3692)",0
"(3968, 3577)",0
"(3968, 3873)",0
"(3968, 3501)",0
"(3968, 3609)",0
"(3968, 3625)",0
"(3968, 3938)",0
"(3968, 3886)",0
"(1085, 3721)",1
"(1085, 3651)",1
"(1085, 3684)",0
"(1085, 3948)",1
"(1085, 3872)",0
"(1085, 3886)",0
"(1085, 3756)",0
"(1085, 3962)",1
"(1085, 3540)",0
"(1085, 3501)",0
"(1085, 3877)",0
"(1085, 3577)",0
"(1085, 3592)",1
"(1085, 3943)",0
"(1085, 3609)",0
"(1085, 3495)",0
"(1085, 3692)",0
"(1085, 3456)",1
"(1085, 3674)",1
"(1085, 3677)",1
"(1085, 3830)",1
"(1085, 3851)",0
"(1085, 3561)",0
"(1085, 3797)",0
"(1085, 3556)",0
"(1085, 3741)",0
"(1085, 862)",0
"(1085, 3525)",0
"(1085, 3440)",0
"(3721, 3797)",0
"(3721, 3577)",0
"(3721, 3741)",0
"(3721, 3756)",0
"(3721, 3609)",0
"(3721, 3625)",0
"(3721, 3796)",0
"(3721, 3873)",0
"(3721, 3621)",0
"(3721, 3501)",0
"(3721, 3495)",0
"(3721, 3689)",1
"(3721, 862)",0
"(3721, 3702)",0
"(3721, 3858)",0
"(3721, 3684)",0
"(3721, 3948)",1
"(3721, 3938)",1
"(3721, 3525)",0
"(3721, 3449)",0
"(3721, 3877)",0
"(3721, 3604)",1
"(3721, 3692)",0
"(3721, 3830)",1
"(3721, 3860)",0
"(3623, 3866)",0
"(3623, 3906)",0
"(3623, 3506)",1
"(3623, 3810)",1
"(3623, 3593)",1
"(3623, 3786)",1
"(3623, 3645)",1
"(3623, 3524)",0
"(3623, 3947)",1
"(3623, 3782)",1
"(3623, 3601)",0
"(3623, 3468)",0
"(3623, 3535)",0
"(3623, 3758)",1
"(3623, 3768)",0
"(3623, 3818)",0
"(3623, 3793)",0
"(3866, 3793)",0
"(3866, 3768)",0
"(3866, 3881)",0
"(3866, 3524)",0
"(3866, 3645)",0
"(3866, 3818)",0
"(3866, 3947)",0
"(3866, 3468)",0
"(3866, 3511)",0
"(3866, 3584)",0
"(3866, 3782)",0
"(3866, 3906)",0
"(3866, 3535)",0
"(3866, 3558)",0
"(3866, 3690)",0
"(3866, 3601)",0
"(3640, 3800)",0
"(3640, 3785)",0
"(3640, 3557)",0
"(3640, 3828)",0
"(3640, 3642)",0
"(3640, 3604)",1
"(3640, 3804)",0
"(3640, 3518)",1
"(3640, 3926)",0
"(3640, 3790)",0
"(3640, 3488)",1
"(3640, 3670)",0
"(3640, 3734)",0
"(3640, 3731)",0
"(3640, 3884)",0
"(3640, 3838)",0
"(3640, 3578)",0
"(3640, 3627)",0
"(3640, 3635)",0
"(3640, 3545)",0
"(3640, 3824)",0
"(3640, 3574)",1
"(3640, 3514)",0
"(3640, 3702)",0
"(3640, 3503)",0
"(3640, 3707)",0
"(3640, 3687)",0
"(3640, 3858)",0
"(3640, 3528)",0
"(3640, 3737)",0
"(3640, 3938)",1
"(3640, 3605)",1
"(3640, 3832)",1
"(3640, 3730)",0
"(3640, 3762)",0
"(3640, 3603)",0
"(3640, 3860)",1
"(3640, 3576)",0
"(3800, 3462)",0
"(3800, 3730)",0
"(3800, 3518)",0
"(3800, 3913)",0
"(3800, 3658)",0
"(3800, 3501)",0
"(3800, 3851)",0
"(3800, 3734)",0
"(3800, 3737)",0
"(3800, 3576)",0
"(3800, 3449)",0
"(3800, 3488)",0
"(3800, 3804)",0
"(3800, 3962)",0
"(3800, 3503)",0
"(3800, 3790)",0
"(3800, 3756)",0
"(3800, 3604)",0
"(3800, 3926)",0
"(3800, 3677)",0
"(3800, 3824)",0
"(3800, 3830)",0
"(3800, 3545)",0
"(3800, 3785)",0
"(3800, 3762)",0
"(3800, 3512)",0
"(3800, 3938)",0
"(3800, 3456)",0
"(3800, 3731)",0
"(3800, 3528)",0
"(3800, 3944)",0
"(3800, 3557)",0
"(3800, 3605)",0
"(3800, 3586)",0
"(3800, 3527)",0
"(3800, 3838)",0
"(3800, 3943)",0
"(3800, 3514)",0
"(3800, 3687)",0
"(3800, 3702)",0
"(3800, 3577)",0
"(3800, 3635)",0
"(3762, 3559)",0
"(3762, 3687)",0
"(3762, 3902)",0
"(3762, 3731)",0
"(3762, 3934)",0
"(3762, 3930)",0
"(3762, 3462)",0
"(3762, 3824)",0
"(3762, 3574)",0
"(3762, 3456)",0
"(3762, 3804)",0
"(3762, 3884)",0
"(3559, 3944)",0
"(3559, 3528)",0
"(3559, 3930)",0
"(3559, 3576)",0
"(3559, 3573)",0
"(3559, 3488)",0
"(3559, 3681)",0
"(3559, 3891)",0
"(3559, 3884)",0
"(3559, 3485)",0
"(3559, 3545)",0
"(3559, 3604)",0
"(3559, 3461)",0
"(3559, 3831)",0
"(3559, 3934)",0
"(3559, 3627)",0
"(3559, 3804)",0
"(3559, 3838)",0
"(3559, 3731)",0
"(3559, 3902)",0
"(3559, 3462)",0
"(3559, 3926)",0
"(3559, 3526)",0
"(3559, 3877)",0
"(3609, 3495)",0
"(3609, 3851)",0
"(3609, 3886)",0
"(3609, 3618)",0
"(3609, 3962)",0
"(3609, 3756)",0
"(3609, 3943)",0
"(3609, 3501)",0
"(3609, 862)",0
"(3609, 3797)",0
"(3609, 3449)",0
"(3609, 3741)",0
"(3609, 3779)",0
"(3609, 3456)",0
"(3609, 3877)",0
"(3609, 3948)",0
"(3609, 3938)",0
"(3609, 3830)",0
"(3609, 3692)",0
"(3609, 3577)",0
"(3495, 3824)",0
"(3495, 3930)",0
"(3495, 3697)",0
"(3495, 3797)",0
"(3495, 3884)",0
"(3495, 3577)",0
"(3495, 3756)",0
"(3495, 3734)",0
"(3495, 3501)",0
"(3495, 3943)",0
"(3495, 3978)",0
"(3495, 3860)",0
"(3495, 3449)",0
"(3495, 3934)",0
"(3495, 3872)",0
"(3495, 3831)",0
"(3495, 3944)",0
"(3495, 3525)",0
"(3495, 857)",0
"(3495, 3851)",0
"(3495, 3618)",0
"(3495, 3929)",0
"(3495, 3842)",0
"(3495, 3667)",0
"(3495, 3938)",0
"(3495, 3456)",0
"(3495, 3880)",0
"(3495, 3461)",0
"(3495, 3830)",0
"(3495, 3873)",0
"(3495, 3971)",0
"(3495, 3692)",0
"(3495, 3687)",0
"(3495, 3684)",0
"(3495, 3908)",0
"(3495, 3625)",0
"(3495, 3962)",0
"(3495, 862)",0
"(3495, 3440)",0
"(3495, 3586)",0
"(3495, 3545)",0
"(3495, 3621)",0
"(3495, 3796)",0
"(3495, 3651)",0
"(3495, 3948)",0
"(3495, 3877)",0
"(3495, 3548)",0
"(3793, 3951)",0
"(3793, 3810)",0
"(3793, 3763)",0
"(3793, 3509)",0
"(3793, 3483)",0
"(3793, 3463)",0
"(3793, 3924)",0
"(3793, 3714)",0
"(3793, 3499)",0
"(3793, 3706)",0
"(3793, 3458)",0
"(3793, 3768)",0
"(3793, 3782)",0
"(3793, 3826)",0
"(3793, 3569)",0
"(3793, 3459)",0
"(3793, 3758)",0
"(3793, 3617)",0
"(3793, 3947)",0
"(3793, 3593)",0
"(3793, 3786)",0
"(3793, 3486)",0
"(3793, 3558)",0
"(3793, 3822)",0
"(3793, 3718)",0
"(3793, 3705)",0
"(3793, 3591)",0
"(3793, 3900)",0
"(3793, 3818)",0
"(3793, 3931)",0
"(3793, 3803)",0
"(3793, 3833)",0
"(3793, 3976)",0
"(3793, 3671)",0
"(3793, 3794)",0
"(3793, 3784)",0
"(3793, 3870)",0
"(3793, 3584)",0
"(3793, 3529)",0
"(3793, 3534)",0
"(3793, 3764)",0
"(3793, 3896)",0
"(3793, 3973)",0
"(3793, 3906)",0
"(3951, 3958)",0
"(3951, 3792)",0
"(3951, 3680)",0
"(3951, 3810)",0
"(3951, 3458)",0
"(3951, 3822)",0
"(3951, 3903)",0
"(3951, 3463)",0
"(3951, 3896)",0
"(3951, 3486)",0
"(3951, 3569)",0
"(3951, 3900)",0
"(3951, 3643)",0
"(3951, 3584)",0
"(3951, 3593)",0
"(3951, 3718)",0
"(3951, 3493)",0
"(3951, 3509)",0
"(3951, 3969)",0
"(3951, 3714)",0
"(3951, 3711)",0
"(3951, 3924)",0
"(3951, 3719)",0
"(3951, 3646)",0
"(3951, 3947)",0
"(3951, 3591)",0
"(3951, 3558)",0
"(3951, 3870)",0
"(3951, 3794)",0
"(3951, 3826)",0
"(3951, 3833)",0
"(3951, 3506)",0
"(3951, 3758)",0
"(3873, 3563)",0
"(3873, 3948)",0
"(3873, 3525)",0
"(3873, 3966)",0
"(3873, 3737)",0
"(3873, 3625)",0
"(3873, 3618)",0
"(3873, 3692)",0
"(3873, 3842)",0
"(3873, 3851)",0
"(3873, 3886)",0
"(3873, 3852)",0
"(3873, 3943)",0
"(3873, 3684)",0
"(3873, 3577)",0
"(3873, 3456)",0
"(3873, 3971)",0
"(3873, 3902)",0
"(3873, 3667)",0
"(3873, 3651)",0
"(3873, 3471)",0
"(3873, 3475)",0
"(3873, 3501)",0
"(3873, 3877)",0
"(3873, 3824)",0
"(3873, 3512)",0
"(3873, 3484)",0
"(3873, 3962)",0
"(3873, 3734)",0
"(3873, 3736)",0
"(3873, 3449)",0
"(3873, 3830)",0
"(3873, 3938)",0
"(3471, 3851)",0
"(3471, 3845)",0
"(3471, 3526)",0
"(3471, 3838)",0
"(3471, 3702)",0
"(3471, 3485)",0
"(3471, 3902)",0
"(3471, 3938)",0
"(3471, 3672)",0
"(3471, 3940)",0
"(3471, 3966)",0
"(3471, 3877)",0
"(3471, 3475)",0
"(3471, 3684)",0
"(3471, 3852)",0
"(3471, 3540)",0
"(3471, 3930)",0
"(3471, 3484)",0
"(3471, 3971)",0
"(3471, 3545)",0
"(3471, 3543)",0
"(3851, 3527)",0
"(3851, 3674)",0
"(3851, 3604)",0
"(3851, 3938)",0
"(3851, 3796)",0
"(3851, 3693)",0
"(3851, 3845)",0
"(3851, 3540)",0
"(3851, 3889)",0
"(3851, 3501)",0
"(3851, 3545)",0
"(3851, 3577)",0
"(3851, 3966)",0
"(3851, 3841)",0
"(3851, 3831)",0
"(3851, 3517)",0
"(3851, 3456)",0
"(3851, 3651)",0
"(3851, 3838)",0
"(3851, 3618)",0
"(3851, 3475)",0
"(3851, 3817)",0
"(3851, 3672)",0
"(3851, 3449)",0
"(3851, 3491)",0
"(3851, 3877)",0
"(3851, 3971)",0
"(3851, 3556)",0
"(3851, 3943)",0
"(3851, 3741)",0
"(3851, 3797)",0
"(3851, 3780)",0
"(3851, 3692)",0
"(3851, 3948)",0
"(3851, 3438)",0
"(3851, 3842)",0
"(3851, 3830)",0
"(3851, 3440)",0
"(3851, 3586)",0
"(3851, 3734)",0
"(3851, 3525)",0
"(3851, 3790)",0
"(3851, 3756)",0
"(3851, 3677)",0
"(3851, 3684)",0
"(3851, 3625)",0
"(3780, 3741)",0
"(3780, 3971)",0
"(3780, 3929)",0
"(3780, 3577)",0
"(3780, 3440)",0
"(3780, 3566)",0
"(3780, 3540)",0
"(3780, 3877)",0
"(3780, 3684)",0
"(3780, 3842)",0
"(3780, 3966)",0
"(3780, 3660)",0
"(3780, 3525)",0
"(3576, 3707)",0
"(3576, 3577)",0
"(3576, 3785)",0
"(3576, 3756)",0
"(3576, 3452)",0
"(3576, 3828)",0
"(3576, 3658)",0
"(3576, 3605)",0
"(3576, 3966)",0
"(3576, 3642)",0
"(3576, 3860)",0
"(3576, 3440)",0
"(3576, 3545)",0
"(3576, 3902)",0
"(3576, 3604)",0
"(3576, 3573)",0
"(3576, 3462)",0
"(3576, 3858)",0
"(3576, 3503)",0
"(3576, 3790)",0
"(3576, 3543)",0
"(3576, 3497)",0
"(3576, 3702)",0
"(3576, 3528)",0
"(3576, 3574)",0
"(3576, 3838)",0
"(3576, 3930)",0
"(3576, 3824)",0
"(3576, 3926)",0
"(3576, 3731)",0
"(3576, 3830)",0
"(3576, 3670)",0
"(3576, 3891)",0
"(3576, 3877)",0
"(3576, 3488)",0
"(3576, 3938)",0
"(3707, 3605)",0
"(3707, 3527)",0
"(3707, 3528)",0
"(3707, 3737)",0
"(3707, 3488)",0
"(3707, 3681)",0
"(3707, 3891)",0
"(3707, 3913)",0
"(3707, 3828)",0
"(3707, 3756)",0
"(3707, 3730)",0
"(3707, 3785)",0
"(3707, 3838)",0
"(3707, 3627)",0
"(3707, 3518)",0
"(3707, 3514)",0
"(3707, 3731)",0
"(3707, 3497)",0
"(3707, 3930)",0
"(3707, 3672)",0
"(3500, 3615)",0
"(3500, 3766)",0
"(3500, 3933)",0
"(3500, 3664)",0
"(3500, 3641)",0
"(3500, 3964)",0
"(3500, 3783)",0
"(3500, 3920)",0
"(3500, 3791)",0
"(3500, 3809)",0
"(3500, 3776)",0
"(3500, 3747)",0
"(3500, 3655)",0
"(3500, 3960)",0
"(3500, 3967)",0
"(3500, 3508)",0
"(3500, 3696)",0
"(3500, 3587)",0
"(3500, 3478)",0
"(3615, 3508)",0
"(3615, 3599)",0
"(3615, 3590)",0
"(3615, 3442)",0
"(3615, 3921)",0
"(3615, 3629)",0
"(3615, 3867)",0
"(3615, 3815)",0
"(3615, 3835)",0
"(3615, 3608)",0
"(3615, 3521)",1
"(3615, 3498)",0
"(3615, 3740)",0
"(3615, 3907)",1
"(3615, 3705)",1
"(3615, 3636)",0
"(3615, 3664)",0
"(3615, 3776)",0
"(3944, 3838)",0
"(3944, 3948)",0
"(3944, 3590)",0
"(3944, 3457)",0
"(3944, 3756)",0
"(3944, 3683)",0
"(3944, 3577)",0
"(3944, 3962)",0
"(3867, 3599)",0
"(3867, 3553)",0
"(3867, 3608)",0
"(3867, 3498)",0
"(3867, 3521)",0
"(3867, 3735)",0
"(3867, 3705)",0
"(3867, 3590)",0
"(3867, 3835)",0
"(3867, 3636)",0
"(3867, 3921)",0
"(3867, 3629)",0
"(3867, 3442)",0
"(3867, 3815)",0
"(3867, 3862)",0
"(3867, 3455)",0
"(3867, 3753)",0
"(3867, 3728)",0
"(3867, 3715)",0
"(3867, 3907)",0
"(3867, 3740)",0
"(3867, 3694)",0
"(3599, 3715)",0
"(3599, 3663)",0
"(3599, 3705)",0
"(3599, 3442)",0
"(3599, 3553)",0
"(3599, 3498)",0
"(3599, 3921)",0
"(3599, 3850)",0
"(3599, 3769)",0
"(3599, 3740)",0
"(3599, 3802)",0
"(3599, 3666)",0
"(3599, 3815)",0
"(3599, 3835)",0
"(3599, 3590)",0
"(3599, 3629)",0
"(3599, 3722)",0
"(3599, 3608)",0
"(3599, 3773)",0
"(3599, 3907)",0
"(3599, 3636)",0
"(3599, 3735)",0
"(3599, 3526)",0
"(3599, 3455)",0
"(3599, 3753)",0
"(3599, 3728)",0
"(3599, 3470)",0
"(3599, 3862)",0
"(3845, 3693)",0
"(3845, 3488)",0
"(3845, 3966)",0
"(3845, 3485)",0
"(3845, 3902)",0
"(3845, 3672)",0
"(3845, 3491)",0
"(3845, 3475)",0
"(3845, 3804)",0
"(3845, 3702)",0
"(3845, 3604)",0
"(3845, 3891)",0
"(3845, 3838)",0
"(3845, 3545)",0
"(3845, 3790)",0
"(3953, 3775)",0
"(3953, 3610)",0
"(3953, 3847)",0
"(3775, 3544)",1
"(3775, 3547)",0
"(3775, 3454)",0
"(3775, 3496)",0
"(3775, 3847)",0
"(3775, 3660)",1
"(3775, 3895)",0
"(3799, 3638)",0
"(3799, 3763)",0
"(3799, 3647)",0
"(3799, 3932)",0
"(3799, 3513)",0
"(3799, 3844)",1
"(3799, 3616)",0
"(3799, 3918)",0
"(3799, 3439)",0
"(3799, 3480)",0
"(3799, 3716)",0
"(3799, 3848)",0
